,Review_Date,Author,Rating,Review_Title,Review,Review_Url,Movie
0,24 February 2020,MrHeraclius,," Thor
","Is this a huge stepup from the original ""Thor"" movie. No, unfortunately not. Is it another watchable, fun superhero movie; yes, definitely. It's a really good movie and if we look at the way Alan Taylor directs this movie, it's actually not that much different from what Branagh did back in 2011. Chris Hemsworth is good as usual and Tom Hiddleston is more wonderful than ever as Loki, but the villain Malekith, played by Christopher Eccleston, unfortunately, is a bit of a disappointment, mostly because of the lack of motivation.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
1,8 December 2013,DarthVoorhees,2," Completely on autopilot...
",Let me start by saying that I don't hate superhero films. I like them very much when they are done well. I hate laziness in films and superficiality. The problem is that pretty much every superhero film made is very lazy and most of them are entirely superficial. Marvel's initial idea of an Avengers universe was inspired from a marketing stand point but I am beginning to question whether or not it has been a failure from a creative stand point. 'Thor the Dark World' is a terrible movie. It does absolutely nothing to add to the mythos of the character or this Marvel universe. The only reason it exists is to draw up excitement for the next Avengers film. ,/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
2,3 November 2013,FlashCallahan,3," Its a different world...
","Following on from the events of the Avengers movie, Thor is back in Asgard, delivering Loki, who is damned to spend an eternity in the Asgardian dungeons.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
3,30 October 2013,Likes_Ninjas90,4," It's time that comic book fans started to demand more from these films before the entire genre evaporates into a disposable, commercialised heap like it does here
","Thor: The Dark World left me wondering why for all its popularity and box office hype the superhero genre so regularly fails to ignite the faintest trace of excitement and imagination in its narrative and storytelling. This sequel, following Kenneth Branagh's reasonably funny 2011 film, was written by no less than five writers, who between them have only mustered another dull, achingly generic story about saving the world. Aside from less than a handful of funny self-referencing points, this is a hugely disappointing by the numbers blockbuster that under services its embarrassingly rich cast and offers its enormous fanbase too little that is challenging, inspired or even surprising. ",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
4,17 November 2013,The-Sarkologist,4," This film did not seem to do it for me.
","I guess it may be the fact that I never actually got into comic books (beyond Asterix and Tintin that is) that this movie didn't really appeal to me. I guess in another way that I did not find that mixing the gods of the Norse pantheon with the world of superheroes really worked all that well. To me it just seemed to be wrong. Okay, I understand that Thor is the member of the Avengers, and the comic series that bears his name is quite popular, but to me parts of this film did not seem to work. In fact I found it quite boring.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
5,6 December 2013,A_Different_Drummer,2," Yep, they got the ""dark"" part right..
","Well they got the ""dark"" part right. Does it distress anyone at all that somewhere deep in the bowels of Hollywood there are people who make many times what you make for coming up with the idea that watching a lot of banging and clanging in an alternate universe that -- at its best -- resembles Central Park at midnight is .... entertainment? If it does not, it should. The problem with sequels like this -- aside from the fact that they are actually produced in the first place -- is that they serve no useful purpose other than making the original in the franchise look better than it was. I promise you, IN THE NAME OF ODIN AND ALL THE 9 WORLDS, that half way through this exercise in controlled depression, you will long for Thor 1. (With its really clever opening -- essentially the story of a Boy and his Hammer, having been separated therefrom, and finally reunited). Tom Hiddleston steals all his scenes, in some places he is more interesting huddled in a corner reading a book than all the CGI flashbangs and associated pyrotechnics combined. Sir Anthony -- a man seemingly untroubled by how poorly this phase of his career pales in comparison to his prior work -- is lost behind his eyepatch and almost unrecognizable. Portman has never had better H&M (hair and makeup) and in the chatgroups there are fanboys prattling on about watching this with the sound off. A final factoid: In the 60s, in the days when Marvel was only comics, Thor was never top gun, it was the artwork (flaming yellow hair) and the pleasant predictability of the stories and the arcane language that carried the brand. So far, Marvel has yet to really translate this into film.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
6,9 February 2014,claudio_carvalho,8," The Aether, the Dark Elves and Loki
",Odin (Anthony Hopkins) recalls when his father Bor and the warriors from Asgard vanquished the evil Dark Elves and their leader Malekith (Christopher Eccleston) that wanted to send the universe into the darkness during the convergence of nine realms unleashing the powerful weapon Aether. Mallekith escapes and Bor hides the Aether in-between two stone columns.,/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
7,12 August 2017,Leofwine_draca,6," Not bad at all
","Although it's a film that many have criticised for having the most ordinary plot imaginable, I found THOR: THE DARK WORLD to be a fairly entertaining film and not deserving of all the criticism. Yes, the plot is predictable and some of the surprise plot twists are anything but, but this is the kind of film that holds the attention through spectacle and effect alone.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
8,7 December 2014,classicsoncall,7," ""I'd rather be a good man than a good king"".
","The film overall has it's fair share of holy s**t moments that defy all levels of credibility, even for a comic book/sci-fi/fantasy movie. That whole business about the Aether winding up in Natalie Portman's body was just a little too much to wrap my head around, especially after it was assured that the heroes of Asgard buried it so deeply to avoid detection by the Dark Elves.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
9,8 November 2013,michaelhirakida,2," The Worst Film Of The Year. Loud, Obnoxious and All Over The Place.
","Go ahead and find this review not useful. But listen to me. I love Marvel films. The Original Spider-man Trilogy was amazing and The Avengers was awesome. But when I saw Iron Man 3 I was bored out of my mind and I felt it was not good. So I lowered my expectations for this movie and hoped it would be better right? Because from what I learned, the lower the expectations, the better the movie. Big Mistake.",/review/rw2972870/?ref_=tt_urv,Thor_The_Dark_World_2013
